system_id,status,plr_pct_yr,ci_low,ci_high,n_days,n_years,pi_median,first,last
10882,ok,-1.9464158988557272,-3.693030445334511,-0.3784271329286603,1581,6,1.014238836986158,2018-01-11,2023-12-31
10880,ok,-0.1756497637173036,-1.0580050890833077,1.2418940868699213,1966,6,1.210997573429772,2018-01-01,2023-12-31
10874,ok,2.1981393577247363,0.7080550287833942,3.2559646420896886,1985,6,0.9265397104594286,2018-01-01,2023-12-30
10885,ok,-1.597687136682402,-3.9075792112584855,0.0084573302810199,956,6,1.2192248639927654,2018-01-03,2023-12-31
10896,ok,-3.933448901347539,-4.627507441479586,-2.992588147943165,1703,6,0.9284378258231956,2018-12-30,2023-12-30
10900,ok,-0.1039810244384931,-1.762130863257463,1.131184659917528,1237,5,0.734381727667303,2018-01-01,2023-12-31
10895,ok,0.4606147558559925,-0.6941326885899768,1.3553721708464583,1388,6,1.275998504678009,2018-01-02,2023-12-24
10901,ok,-3.164080190436939,-5.770610310573209,-0.5550721387486024,802,6,1.046006222922807,2019-01-02,2023-12-31
10904,ok,-1.488446154086922,-3.518275147100547,-0.2590336081372974,1462,5,0.9031286568149308,2019-09-24,2023-12-31
10908,ok,-1.103765538633339,-1.5004683836801649,-0.6788081789458555,1750,6,1.462314318790756,2018-01-01,2023-12-31
10911,ok,-0.4932176761713203,-1.8075616719711585,0.5271160151957499,1952,6,1.1843102354796002,2018-01-02,2023-12-31
10909,ok,-0.8832016792551385,-2.2440240353900687,1.631498508960271,1186,6,1.07096316031066,2018-01-01,2023-12-17
10915,ok,6.650132942596761,3.795957066690665,10.619579787539536,739,5,1.0371519474806017,2018-12-30,2023-12-30
10912,ok,-1.7817390312169197,-3.189005919058752,-0.694565854087623,1117,6,1.1691910973456243,2018-01-02,2023-12-31
10916,ok,-1.4581480006511829,-2.8465868120583924,-0.4859080085307776,1908,6,1.1020994132358322,2018-01-01,2023-12-30
10938,ok,-0.4973543170343091,-1.0774632116515637,0.0485764829444068,1940,6,1.3776491052608608,2018-01-01,2023-12-04
10943,ok,-0.6126250797609242,-1.3222486238069306,0.1792876814511346,1589,6,1.33420283658877,2018-01-24,2023-12-31
10951,ok,-0.7097815261922545,-2.271037486559091,1.0754081653054803,1347,5,1.2778055019134889,2019-01-28,2023-12-22
10918,ok,-0.4351389211193725,-0.9965016695339336,0.2855648921742144,1079,6,1.5338134567907713,2018-01-03,2023-12-31
10960,ok,-1.557417993179326,-2.5769268358254216,-0.3218704922514304,1014,6,1.3867702034044802,2018-01-02,2023-12-30
10961,ok,-0.9803200634396214,-1.7107653887721952,0.1434664874297812,1670,6,1.3472421620190551,2018-01-02,2023-12-31
10924,ok,-3.8660026564498224,-5.199836455771831,-2.795624860387984,942,6,1.484360604565926,2018-12-31,2023-12-31
10936,ok,-3.9361916633089113,-4.321062433042012,-2.8215922861677467,1955,6,0.589350149006024,2018-03-12,2023-12-30
10942,ok,-3.20664272359848,-4.150474437690894,-1.974336442104585,1609,5,0.8867467910306609,2018-01-01,2023-12-31
10937,ok,2.590975979809913,0.8337466760380663,4.332230939798145,1267,6,1.019404228861286,2018-01-03,2023-12-31
