system_id,system_public_name,latitude,longitude,dc_capacity_kW,years,number_records,dataset_size_mb,available_sensor_channels,kg_climate,A_PVCZ_T,A_PVCZ_H,A_MOUNT,A_TRACK,A_TILT,A_AZ,A_CAP,A_VINT,P0_cell,P0_primary_TH
10891,Pvoutput.org The Ranch,30.518975,-97.71439,8.25,7.6027,437458.0,10.01,2,Cfa,T5,H4,UNKNOWN,fixed,mid,west,residential,2015-2019,T5|H4|UNKNOWN|fixed|mid|west|residential|2015-2019,T5:H4
10895,Pvoutput.org Levine 9.1 kwp system,33.212203,-96.67522,9.315,7.5452,737926.0,16.89,2,Cfa,T5,H3,UNKNOWN,fixed,low,south,residential,2015-2019,T5|H3|UNKNOWN|fixed|low|south|residential|2015-2019,T5:H3
10896,Pvoutput.org LTUAE-42,38.625217,-89.912488,14.0,6.1315,223786.0,5.12,2,Cfa,T4,H3,UNKNOWN,fixed,mid,south,residential,2015-2019,T4|H3|UNKNOWN|fixed|mid|south|residential|2015-2019,T4:H3
10897,Pvoutput.org Harris-1585,37.294648,-120.47474,6.96,7.5342,791924.0,18.13,2,Csa,T5,H2,UNKNOWN,fixed,mid,west,residential,2015-2019,T5|H2|UNKNOWN|fixed|mid|west|residential|2015-2019,T5:H2
10899,Pvoutput.org Bhagvan,34.185698,-118.38836,5.94,7.5232,671956.0,15.38,2,Csb,T4,H3,UNKNOWN,fixed,mid,south,residential,2015-2019,T4|H3|UNKNOWN|fixed|mid|south|residential|2015-2019,T4:H3
10900,Pvoutput.org Ziegler John - Glen Rock PA,39.780323,-76.74785,10.915,7.5205,577050.0,13.21,2,Cfa,T4,H3,UNKNOWN,fixed,mid,south,residential,2015-2019,T4|H3|UNKNOWN|fixed|mid|south|residential|2015-2019,T4:H3
10901,Pvoutput.org NW PDX,45.563881,-122.831485,5.68,6.1315,607750.0,13.91,2,Csb,T3,H3,UNKNOWN,fixed,high,west,residential,2015-2019,T3|H3|UNKNOWN|fixed|high|west|residential|2015-2019,T3:H3
10904,Pvoutput.org SunnyGunks,41.751566,-74.09475,15.696,5.3972,189454.0,4.34,2,Dfa,T3,H3,UNKNOWN,fixed,high,south,residential,2015-2019,T3|H3|UNKNOWN|fixed|high|south|residential|2015-2019,T3:H3
10905,Pvoutput.org The Midas Array,40.10637,-111.65408,9.405,7.452,513810.0,11.76,2,Dfa,T4,H2,UNKNOWN,fixed,mid,west,residential,2015-2019,T4|H2|UNKNOWN|fixed|mid|west|residential|2015-2019,T4:H2
10908,Pvoutput.org Hobos Lair,37.756264,-121.912452,4.06,7.2465,776460.0,17.77,2,Csb,T3,H3,UNKNOWN,fixed,mid,south,residential,2015-2019,T3|H3|UNKNOWN|fixed|mid|south|residential|2015-2019,T3:H3
10909,Pvoutput.org Palatine IL,42.10979,-88.04917,12.375,7.4547,768508.0,17.59,2,Dfa,T3,H3,UNKNOWN,fixed,high,west,residential,2015-2019,T3|H3|UNKNOWN|fixed|high|west|residential|2015-2019,T3:H3
10911,Pvoutput.org 8.4 kW AC and PW2,42.609887,-71.55722,9.24,7.5315,766112.0,17.53,2,Dfb,T3,H3,UNKNOWN,fixed,high,south,residential,2015-2019,T3|H3|UNKNOWN|fixed|high|south|residential|2015-2019,T3:H3
10912,Pvoutput.org Rust - Ohlone,37.917774,-122.30426,12.76,7.4438,778852.0,17.83,2,Csb,T4,H3,UNKNOWN,fixed,mid,north,residential,2015-2019,T4|H3|UNKNOWN|fixed|mid|north|residential|2015-2019,T4:H3
10914,Pvoutput.org EastLane,36.736946,-119.663985,4.96,7.4,269106.0,6.16,2,Bsk,T4,H3,UNKNOWN,fixed,mid,south,residential,2015-2019,T4|H3|UNKNOWN|fixed|mid|south|residential|2015-2019,T4:H3
10915,Pvoutput.org Man Solar,47.611021,-122.16858,9.9,6.1315,435026.0,9.96,2,Csb,T3,H3,UNKNOWN,fixed,mid,south,residential,2015-2019,T3|H3|UNKNOWN|fixed|mid|south|residential|2015-2019,T3:H3
10916,Pvoutput.org 24.96kwBartholomew,40.678208,-82.58207,24.96,7.4054,1097298.0,25.12,2,Dfb,T3,H3,UNKNOWN,fixed,high,south,commercial,2015-2019,T3|H3|UNKNOWN|fixed|high|south|commercial|2015-2019,T3:H3
10917,Pvoutput.org SNC PV,34.048411,-118.34015,7.15,7.3863,562264.0,12.87,2,Csb,T3,H3,UNKNOWN,fixed,low,south,residential,2015-2019,T3|H3|UNKNOWN|fixed|low|south|residential|2015-2019,T3:H3
10918,Pvoutput.org MPLOC,33.708843,-116.90948,4.64,7.1315,761874.0,17.44,2,Csa,T4,H3,UNKNOWN,fixed,mid,south,residential,2015-2019,T4|H3|UNKNOWN|fixed|mid|south|residential|2015-2019,T4:H3
10919,Pvoutput.org 23ONE52,37.992124,-121.71328,8.4,7.3479,786900.0,18.01,2,Csb,T4,H3,UNKNOWN,fixed,mid,west,residential,2015-2019,T4|H3|UNKNOWN|fixed|mid|west|residential|2015-2019,T4:H3
10920,Pvoutput.org RioDelSol,33.807761,-116.46473,6.7,7.3315,656102.0,15.02,2,Bwh,T4,H3,UNKNOWN,fixed,mid,south,residential,2015-2019,T4|H3|UNKNOWN|fixed|mid|south|residential|2015-2019,T4:H3
10921,Pvoutput.org testing_bypassing_enphase_api,36.753177,-119.69703,7.8,7.3287,824180.0,18.86,2,Bsk,T4,H3,UNKNOWN,fixed,mid,south,residential,2015-2019,T4|H3|UNKNOWN|fixed|mid|south|residential|2015-2019,T4:H3
10924,Pvoutput.org NGRezPV,34.237964,-118.255984,7.02,7.3123,556866.0,12.75,2,Csb,T4,H3,UNKNOWN,fixed,mid,south,residential,2015-2019,T4|H3|UNKNOWN|fixed|mid|south|residential|2015-2019,T4:H3
10929,Pvoutput.org 100% Free-Range Organic Solar,33.828766,-118.31367,7.15,7.2904,772542.0,17.68,2,Csb,T3,H3,UNKNOWN,fixed,mid,west,residential,2015-2019,T3|H3|UNKNOWN|fixed|mid|west|residential|2015-2019,T3:H3
10931,Pvoutput.org 1070 WR,37.149067,-122.037538,5.3,7.2767,710936.0,16.27,2,Csb,T5,H2,UNKNOWN,fixed,low,south,residential,2015-2019,T5|H2|UNKNOWN|fixed|low|south|residential|2015-2019,T5:H2
10932,Pvoutput.org Hentschel,37.904173,-121.591426,4.64,7.2794,761296.0,17.42,2,Csb,T4,H3,UNKNOWN,fixed,mid,south,residential,2015-2019,T4|H3|UNKNOWN|fixed|mid|south|residential|2015-2019,T4:H3
10936,Pvoutput.org kon_solar_array,39.849474,-86.20448,8.235,6.9342,241062.0,5.52,2,Cfa,T4,H3,UNKNOWN,fixed,mid,south,residential,2015-2019,T4|H3|UNKNOWN|fixed|mid|south|residential|2015-2019,T4:H3
10937,Pvoutput.org Jackson,38.481674,-89.79432,17.4,7.2465,262970.0,6.02,2,Cfa,T4,H3,UNKNOWN,fixed,high,west,residential,2015-2019,T4|H3|UNKNOWN|fixed|high|west|residential|2015-2019,T4:H3
10938,Pvoutput.org Key Island Beach House,27.772121,-82.401017,11.7,7.2383,760774.0,17.41,2,Cfa,T5,H4,UNKNOWN,fixed,mid,south,residential,2015-2019,T5|H4|UNKNOWN|fixed|mid|south|residential|2015-2019,T5:H4
10940,Pvoutput.org SVCC,41.843702,-89.47636,2.4,7.2191,298420.0,6.83,2,Dfa,T3,H3,UNKNOWN,fixed,low,south,residential,2015-2019,T3|H3|UNKNOWN|fixed|low|south|residential|2015-2019,T3:H3
10942,Pvoutput.org West Barcroft Hills,38.860247,-77.09627,5.94,7.2164,598562.0,13.7,2,Cfa,T4,H3,UNKNOWN,fixed,high,south,residential,2015-2019,T4|H3|UNKNOWN|fixed|high|south|residential|2015-2019,T4:H3
10943,Pvoutput.org Valentin Residence,28.101527,-81.6235,10.325,7.063,643640.0,14.73,2,Cfa,T5,H4,UNKNOWN,fixed,mid,south,residential,2015-2019,T5|H4|UNKNOWN|fixed|mid|south|residential|2015-2019,T5:H4
10946,Pvoutput.org Chula,32.638654,-117.06686,8.875,7.1917,991356.0,22.69,2,Bsk,T4,H2,UNKNOWN,fixed,mid,south,residential,2015-2019,T4|H2|UNKNOWN|fixed|mid|south|residential|2015-2019,T4:H2
10947,Pvoutput.org The Granite Abode,38.743811,-121.19013,6.93,7.1917,985314.0,22.55,2,Csa,T3,H3,UNKNOWN,fixed,low,north,residential,2015-2019,T3|H3|UNKNOWN|fixed|low|north|residential|2015-2019,T3:H3
10951,Pvoutput.org rosado-pv-sys-orl,28.491653,-81.26436,11.685,6.052,586998.0,13.44,2,Cfa,T5,H4,UNKNOWN,fixed,low,south,residential,2015-2019,T5|H4|UNKNOWN|fixed|low|south|residential|2015-2019,T5:H4
10952,Pvoutput.org Villa,41.893624,-87.969483,5.46,7.1698,697162.0,15.96,2,Dfa,T3,H3,UNKNOWN,fixed,mid,south,residential,2015-2019,T3|H3|UNKNOWN|fixed|mid|south|residential|2015-2019,T3:H3
10954,Pvoutput.org PVCO,39.453833,-104.885409,9.81,7.1808,344914.0,7.89,2,Bsk,T2,H1,UNKNOWN,fixed,mid,west,residential,2015-2019,T2|H1|UNKNOWN|fixed|mid|west|residential|2015-2019,T2:H1
10956,Pvoutput.org Forrest Treasure,33.786805,-84.437,5.695,7.1506,237686.0,5.44,2,Cfa,T5,H3,UNKNOWN,fixed,mid,south,residential,2015-2019,T5|H3|UNKNOWN|fixed|mid|south|residential|2015-2019,T5:H3
10957,Pvoutput.org Chez Bier-Lem,37.834724,-122.28316,5.475,7.1013,234988.0,5.38,2,Csb,T3,H3,UNKNOWN,fixed,mid,south,residential,2015-2019,T3|H3|UNKNOWN|fixed|mid|south|residential|2015-2019,T3:H3
10958,Pvoutput.org AEG - Trumbull CT,41.256129,-73.21227,14.5,7.041,543120.0,12.43,2,Cfa,T3,H3,UNKNOWN,fixed,mid,east,residential,2015-2019,T3|H3|UNKNOWN|fixed|mid|east|residential|2015-2019,T3:H3
10960,Pvoutput.org MiCasa202,28.233671,-82.45463,7.8,7.126,745696.0,17.07,2,Cfa,T5,H4,UNKNOWN,fixed,mid,west,residential,2015-2019,T5|H4|UNKNOWN|fixed|mid|west|residential|2015-2019,T5:H4
10961,Pvoutput.org Dogwood_CP_PW2,30.501272,-97.83087,5.559,7.1232,755526.0,17.29,2,Cfa,T5,H4,UNKNOWN,fixed,mid,south,residential,2015-2019,T5|H4|UNKNOWN|fixed|mid|south|residential|2015-2019,T5:H4
10965,Pvoutput.org GHouse,42.682965,-70.84007,9.92,7.0493,943404.0,21.59,2,Dfb,T3,H3,UNKNOWN,fixed,low,south,residential,2015-2019,T3|H3|UNKNOWN|fixed|low|south|residential|2015-2019,T3:H3
10971,Pvoutput.org Millbrae Highlands - Solar,37.600735,-122.40135,2.79,6.8,602330.0,13.79,2,Csb,T4,H3,UNKNOWN,fixed,mid,west,residential,2015-2019,T4|H3|UNKNOWN|fixed|mid|west|residential|2015-2019,T4:H3
10972,Pvoutput.org Volz,39.955632,-105.018792,8.235,7.052,620790.0,14.21,2,Dfb,T2,H1,UNKNOWN,fixed,low,south,residential,2015-2019,T2|H1|UNKNOWN|fixed|low|south|residential|2015-2019,T2:H1
10973,Pvoutput.org DinoSolar,35.679194,-78.60246,9.23,6.1315,533008.0,12.2,2,Cfa,T4,H3,UNKNOWN,fixed,mid,north,residential,2015-2019,T4|H3|UNKNOWN|fixed|mid|north|residential|2015-2019,T4:H3
10975,Pvoutput.org aigochamaloh,34.050764,-117.25327,5.525,7.0273,984432.0,22.53,2,Csa,T3,H3,UNKNOWN,fixed,mid,south,residential,2015-2019,T3|H3|UNKNOWN|fixed|mid|south|residential|2015-2019,T3:H3
10977,Pvoutput.org Bob Flint,43.824885,-70.75038,15.08,7.0164,725326.0,16.6,2,Dfb,T3,H3,UNKNOWN,fixed,mid,west,residential,2015-2019,T3|H3|UNKNOWN|fixed|mid|west|residential|2015-2019,T3:H3
10978,Pvoutput.org EastFoothillFinn,37.369473,-121.82077,6.6,7.0082,725734.0,16.61,2,Csb,T5,H2,UNKNOWN,fixed,mid,south,residential,2015-2019,T5|H2|UNKNOWN|fixed|mid|south|residential|2015-2019,T5:H2
10979,Pvoutput.org Serenitys House of Welcome,37.865026,-122.2859,3.72,6.1315,812740.0,18.6,2,Csb,T3,H3,UNKNOWN,fixed,mid,west,residential,2015-2019,T3|H3|UNKNOWN|fixed|mid|west|residential|2015-2019,T3:H3
10980,Pvoutput.org Bauerle,29.681426,-82.41502,20.805,6.989,736490.0,16.86,2,Cfa,T5,H4,UNKNOWN,fixed,mid,south,commercial,2015-2019,T5|H4|UNKNOWN|fixed|mid|south|commercial|2015-2019,T5:H4
10982,Pvoutput.org digidutch,28.076744,-82.76116,11.6,6.9479,756844.0,17.32,2,Cfa,T5,H4,UNKNOWN,fixed,low,west,residential,2015-2019,T5|H4|UNKNOWN|fixed|low|west|residential|2015-2019,T5:H4
10984,Pvoutput.org Rosario,42.642431,-83.47193,14.16,6.9534,604738.0,13.84,2,Dfb,T3,H3,UNKNOWN,fixed,mid,south,residential,2015-2019,T3|H3|UNKNOWN|fixed|mid|south|residential|2015-2019,T3:H3
10986,Pvoutput.org 29th and Moraga SF,37.75838,-122.48478,5.94,6.9479,738086.0,16.89,2,Csb,T3,H3,UNKNOWN,fixed,low,south,residential,2015-2019,T3|H3|UNKNOWN|fixed|low|south|residential|2015-2019,T3:H3
10991,Pvoutput.org Mueller,43.571132,-116.365387,6.51,6.9315,733460.0,16.79,2,Csb,T3,H1,UNKNOWN,fixed,low,south,residential,2015-2019,T3|H1|UNKNOWN|fixed|low|south|residential|2015-2019,T3:H1
10992,Pvoutput.org Norwich Congregational Church,43.735335,-72.29086,10.64,6.1315,621986.0,14.24,2,Dfb,T3,H3,UNKNOWN,fixed,mid,west,residential,2015-2019,T3|H3|UNKNOWN|fixed|mid|west|residential|2015-2019,T3:H3
10996,Pvoutput.org PVBaller,32.979561,-117.069939,5.015,6.9095,728842.0,16.68,2,Bsk,T4,H3,UNKNOWN,fixed,mid,south,residential,2015-2019,T4|H3|UNKNOWN|fixed|mid|south|residential|2015-2019,T4:H3
10997,Pvoutput.org EWrdPR,41.212954,-73.58409,9.6,6.8986,580248.0,13.28,2,Cfa,T3,H3,UNKNOWN,fixed,mid,west,residential,2015-2019,T3|H3|UNKNOWN|fixed|mid|west|residential|2015-2019,T3:H3
10998,Pvoutput.org GodIsTheSun,40.561598,-111.96088,12.54,6.8958,768774.0,17.6,2,Dfb,T4,H2,UNKNOWN,fixed,low,south,residential,2015-2019,T4|H2|UNKNOWN|fixed|low|south|residential|2015-2019,T4:H2
10999,Pvoutput.org Minneapolis,44.934915,-93.25424,7.83,6.8904,707996.0,16.2,2,Dfa,T3,H3,UNKNOWN,fixed,high,south,residential,2015-2019,T3|H3|UNKNOWN|fixed|high|south|residential|2015-2019,T3:H3
11000,Pvoutput.org Glacier,32.794449,-117.07221,5.886,6.1315,208622.0,4.77,2,Bsk,T4,H3,UNKNOWN,fixed,low,west,residential,2015-2019,T4|H3|UNKNOWN|fixed|low|west|residential|2015-2019,T4:H3
11002,Pvoutput.org Ho Ho Kus Solar,41.001695,-74.10239,10.2,6.8575,735732.0,16.84,2,Dfa,T3,H3,UNKNOWN,fixed,low,south,residential,2015-2019,T3|H3|UNKNOWN|fixed|low|south|residential|2015-2019,T3:H3
11003,Pvoutput.org SkyNRG04,39.261906,-77.64239,5.67,6.8547,668934.0,15.31,2,Cfa,T4,H3,UNKNOWN,fixed,mid,south,residential,2015-2019,T4|H3|UNKNOWN|fixed|mid|south|residential|2015-2019,T4:H3
11005,Pvoutput.org Stetter Home,39.119917,-77.77328,13.2,6.852,743850.0,17.03,2,Cfa,T4,H3,UNKNOWN,fixed,mid,south,residential,2015-2019,T4|H3|UNKNOWN|fixed|mid|south|residential|2015-2019,T4:H3
11007,Pvoutput.org Cornelius Electra,39.514738,-105.31198,9.0,6.8794,886534.0,20.29,2,Dfb,T2,H1,UNKNOWN,fixed,mid,south,residential,2015-2019,T2|H1|UNKNOWN|fixed|mid|south|residential|2015-2019,T2:H1
11009,Pvoutput.org The Homestead,45.186232,-93.29635,20.16,6.8273,703410.0,16.1,2,Dfb,T3,H3,UNKNOWN,fixed,mid,south,commercial,2015-2019,T3|H3|UNKNOWN|fixed|mid|south|commercial|2015-2019,T3:H3
11010,Pvoutput.org 2 Chestnut St,42.151526,-71.42315,10.23,6.8301,810942.0,18.56,2,Dfa,T3,H3,UNKNOWN,fixed,low,south,residential,2015-2019,T3|H3|UNKNOWN|fixed|low|south|residential|2015-2019,T3:H3
11012,Pvoutput.org SkyNRG05,39.00035,-77.379178,9.1,6.8191,817462.0,18.71,2,Cfa,T4,H3,UNKNOWN,fixed,low,south,residential,2015-2019,T4|H3|UNKNOWN|fixed|low|south|residential|2015-2019,T4:H3
11013,Pvoutput.org Micro Madness,40.39159,-74.39329,8.4,6.1315,526942.0,12.06,2,Cfa,T4,H3,UNKNOWN,fixed,mid,west,residential,2015-2019,T4|H3|UNKNOWN|fixed|mid|west|residential|2015-2019,T4:H3
11014,Pvoutput.org TCH Home,30.195424,-85.66458,13.725,5.4712,596346.0,13.65,2,Cfa,T5,H4,UNKNOWN,fixed,mid,north,residential,2015-2019,T5|H4|UNKNOWN|fixed|mid|north|residential|2015-2019,T5:H4
11016,Pvoutput.org CrazyLoveHawk,42.484545,-71.15206,11.39,6.8,898056.0,20.55,2,Dfa,T3,H3,UNKNOWN,fixed,low,west,residential,2015-2019,T3|H3|UNKNOWN|fixed|low|west|residential|2015-2019,T3:H3
11017,Pvoutput.org blahHome,35.906016,-78.743197,8.41,6.1315,606574.0,13.88,2,Cfa,T4,H3,UNKNOWN,fixed,low,west,residential,2015-2019,T4|H3|UNKNOWN|fixed|low|west|residential|2015-2019,T4:H3
11019,Pvoutput.org Vermont Prism Solar Bifacial,44.485577,-73.221464,5.22,6.0328,609444.0,13.95,2,Dfb,T2,H3,UNKNOWN,fixed,mid,south,residential,2015-2019,T2|H3|UNKNOWN|fixed|mid|south|residential|2015-2019,T2:H3
11020,Pvoutput.org Pams Home,39.902851,-74.16037,7.25,6.7835,710252.0,16.26,2,Cfa,T3,H3,UNKNOWN,fixed,mid,south,residential,2015-2019,T3|H3|UNKNOWN|fixed|mid|south|residential|2015-2019,T3:H3
11021,Pvoutput.org Candy Manor,46.297139,-119.35457,12.0,6.778,248180.0,5.68,2,Bsk,T3,H2,UNKNOWN,fixed,mid,west,residential,2015-2019,T3|H2|UNKNOWN|fixed|mid|west|residential|2015-2019,T3:H2
11022,Pvoutput.org Utah LG NeonR360w Enphase IQ6+,40.342227,-111.69522,9.72,6.7561,671222.0,15.36,2,Dfa,T4,H2,UNKNOWN,fixed,low,south,residential,2015-2019,T4|H2|UNKNOWN|fixed|low|south|residential|2015-2019,T4:H2
11023,Pvoutput.org 2641 Idlewood Cir,35.178543,-80.85375,7.8,6.0575,632062.0,14.47,2,Cfa,T5,H3,UNKNOWN,fixed,low,south,residential,2015-2019,T5|H3|UNKNOWN|fixed|low|south|residential|2015-2019,T5:H3
11025,Pvoutput.org Peart,37.986418,-79.503338,14.04,6.7506,896266.0,20.51,2,Cfa,T3,H3,UNKNOWN,fixed,mid,south,residential,2015-2019,T3|H3|UNKNOWN|fixed|mid|south|residential|2015-2019,T3:H3
11030,Pvoutput.org FallbrookPowerGen,33.329994,-117.176283,5.28,6.7369,715244.0,16.37,2,Csa,T4,H3,UNKNOWN,fixed,mid,south,residential,2015-2019,T4|H3|UNKNOWN|fixed|mid|south|residential|2015-2019,T4:H3
11031,Pvoutput.org Hopi RD,34.538622,-117.17729,11.6,6.7315,811864.0,18.58,2,Bsk,T4,H3,UNKNOWN,fixed,low,south,residential,2015-2019,T4|H3|UNKNOWN|fixed|low|south|residential|2015-2019,T4:H3
11032,Pvoutput.org Nath Home Panels: Net,37.74873,-122.41545,4.2,6.7013,682390.0,15.62,2,Csb,T3,H3,UNKNOWN,fixed,mid,south,residential,2015-2019,T3|H3|UNKNOWN|fixed|mid|south|residential|2015-2019,T3:H3
11033,Pvoutput.org SolahVee,41.629413,-71.18724,8.125,6.1342,581110.0,13.3,2,Cfa,T3,H3,UNKNOWN,fixed,mid,south,residential,2015-2019,T3|H3|UNKNOWN|fixed|mid|south|residential|2015-2019,T3:H3
11034,Pvoutput.org 332NPC,37.998912,-122.11501,4.27,6.6904,708286.0,16.21,2,Csb,T4,H3,UNKNOWN,fixed,low,south,residential,2015-2019,T4|H3|UNKNOWN|fixed|low|south|residential|2015-2019,T4:H3
11035,Pvoutput.org Westport,41.140896,-73.35178,12.395,6.6904,742676.0,17.0,2,Cfa,T3,H3,UNKNOWN,fixed,mid,south,residential,2015-2019,T3|H3|UNKNOWN|fixed|mid|south|residential|2015-2019,T3:H3
11037,Pvoutput.org SunPower Equinox,37.722279,-122.15702,8.05,6.652,846128.0,19.37,2,Csb,T3,H3,UNKNOWN,fixed,mid,south,residential,2015-2019,T3|H3|UNKNOWN|fixed|mid|south|residential|2015-2019,T3:H3
11038,Pvoutput.org rthomp32,39.125776,-76.51863,19.5,6.6794,856314.0,19.6,2,Cfa,T4,H3,UNKNOWN,fixed,low,north,residential,2015-2019,T4|H3|UNKNOWN|fixed|low|north|residential|2015-2019,T4:H3
11039,Pvoutput.org Casa de Bob,42.370837,-83.4856,5.015,6.6328,674856.0,15.45,2,Dfa,T3,H3,UNKNOWN,fixed,mid,south,residential,2015-2019,T3|H3|UNKNOWN|fixed|mid|south|residential|2015-2019,T3:H3
11041,Pvoutput.org Arcadia Ridge - Sirius Grove,29.412338,-98.70484,9.0,6.6794,417862.0,9.56,2,Cfa,T5,H4,UNKNOWN,fixed,mid,south,residential,2015-2019,T5|H4|UNKNOWN|fixed|mid|south|residential|2015-2019,T5:H4
11043,Pvoutput.org Woodland-DonnerWay,38.697238,-121.80944,5.795,6.6438,694890.0,15.9,2,Csa,T3,H3,UNKNOWN,fixed,low,east,residential,2015-2019,T3|H3|UNKNOWN|fixed|low|east|residential|2015-2019,T3:H3
11047,Pvoutput.org Roof Mount - Batavia OH,39.082894,-84.15319,9.61,6.6136,196226.0,4.49,2,Cfa,T4,H3,UNKNOWN,fixed,low,south,residential,2015-2019,T4|H3|UNKNOWN|fixed|low|south|residential|2015-2019,T4:H3
11048,Pvoutput.org Nelson Solar Garage,43.108241,-88.48935,6.24,6.6027,625572.0,14.32,2,Dfb,T3,H3,UNKNOWN,fixed,mid,south,residential,2015-2019,T3|H3|UNKNOWN|fixed|mid|south|residential|2015-2019,T3:H3
11049,Pvoutput.org Home Wolf River,35.39068,-119.18583,7.0,6.6082,651274.0,14.91,2,Bsh,T4,H3,UNKNOWN,fixed,mid,west,residential,2015-2019,T4|H3|UNKNOWN|fixed|mid|west|residential|2015-2019,T4:H3
11050,Pvoutput.org shuebacca,37.244426,-121.83246,3.685,6.6054,689922.0,15.79,2,Csb,T5,H2,UNKNOWN,fixed,mid,south,residential,2015-2019,T5|H2|UNKNOWN|fixed|mid|south|residential|2015-2019,T5:H2
11051,Pvoutput.org staver-temp,39.595115,-104.7485,7.83,6.6027,669924.0,15.33,2,Bsk,T3,H2,UNKNOWN,fixed,low,north,residential,2015-2019,T3|H2|UNKNOWN|fixed|low|north|residential|2015-2019,T3:H2
11052,Pvoutput.org Mile High Home,39.774341,-105.10036,9.72,6.4767,845328.0,19.35,2,Dfb,T2,H1,UNKNOWN,fixed,low,west,residential,2015-2019,T2|H1|UNKNOWN|fixed|low|west|residential|2015-2019,T2:H1
11053,Pvoutput.org tuege99,41.854953,-91.599775,13.6,6.5945,684652.0,15.67,2,Dfa,T3,H3,UNKNOWN,fixed,mid,south,residential,2015-2019,T3|H3|UNKNOWN|fixed|mid|south|residential|2015-2019,T3:H3
11054,Pvoutput.org MitraHomeSolar,42.187862,-71.433249,5.61,6.5726,627300.0,14.36,2,Dfa,T3,H3,UNKNOWN,fixed,low,south,residential,2015-2019,T3|H3|UNKNOWN|fixed|low|south|residential|2015-2019,T3:H3
11057,Pvoutput.org WSS II,42.212949,-71.20735,3.45,6.6136,213998.0,4.9,2,Dfa,T3,H3,UNKNOWN,fixed,mid,south,residential,2015-2019,T3|H3|UNKNOWN|fixed|mid|south|residential|2015-2019,T3:H3
11058,Pvoutput.org 10 KW Self Install,42.458785,-84.19374,11.2,6.5534,652524.0,14.94,2,Dfb,T3,H3,UNKNOWN,fixed,mid,south,residential,2015-2019,T3|H3|UNKNOWN|fixed|mid|south|residential|2015-2019,T3:H3
11061,Pvoutput.org Keller Residence,38.74785,-90.30258,13.02,6.5397,708906.0,16.23,2,Cfa,T4,H3,UNKNOWN,fixed,low,south,residential,2015-2019,T4|H3|UNKNOWN|fixed|low|south|residential|2015-2019,T4:H3
11062,Pvoutput.org RP SolarSetup,32.944359,-117.125658,6.03,6.5287,290212.0,6.64,2,Bsk,T4,H3,UNKNOWN,fixed,mid,west,residential,2015-2019,T4|H3|UNKNOWN|fixed|mid|west|residential|2015-2019,T4:H3
11063,Pvoutput.org BriarPatch,47.808816,-122.28394,9.15,6.5397,652746.0,14.94,2,Csb,T3,H3,UNKNOWN,fixed,low,south,residential,2015-2019,T3|H3|UNKNOWN|fixed|low|south|residential|2015-2019,T3:H3
11064,Pvoutput.org Panasonic HIT 35x315W TX,33.022051,-96.43601,11.025,6.5178,826660.0,18.92,2,Cfa,T5,H3,UNKNOWN,fixed,mid,south,residential,2015-2019,T5|H3|UNKNOWN|fixed|mid|south|residential|2015-2019,T5:H3
11065,Pvoutput.org PMUTAH,40.338552,-111.7162,12.95,6.5178,681534.0,15.6,2,Dfa,T4,H2,UNKNOWN,fixed,low,south,residential,2015-2019,T4|H2|UNKNOWN|fixed|low|south|residential|2015-2019,T4:H2
11066,Pvoutput.org JDLT1,34.125147,-117.45818,7.59,6.5205,679548.0,15.55,2,Csa,T3,H3,UNKNOWN,fixed,mid,south,residential,2015-2019,T3|H3|UNKNOWN|fixed|mid|south|residential|2015-2019,T3:H3
11067,Pvoutput.org DrZzs Sunsuckinator,40.465161,-111.76279,11.7,6.515,643590.0,14.73,2,Dfa,T4,H2,UNKNOWN,fixed,high,south,residential,2015-2019,T4|H2|UNKNOWN|fixed|high|south|residential|2015-2019,T4:H2
11070,Pvoutput.org Cuesta Lane,34.277681,-118.661539,7.59,6.5041,678450.0,15.53,2,Csb,T4,H3,UNKNOWN,fixed,low,south,residential,2015-2019,T4|H3|UNKNOWN|fixed|low|south|residential|2015-2019,T4:H3
11072,Pvoutput.org Pramods_PV,42.220447,-71.53418,10.23,6.5041,677464.0,15.51,2,Dfb,T3,H3,UNKNOWN,fixed,low,west,residential,2015-2019,T3|H3|UNKNOWN|fixed|low|west|residential|2015-2019,T3:H3
11075,Pvoutput.org WoodPanels,40.335398,-104.91477,4.02,6.1369,651810.0,14.92,2,Bsk,T2,H1,UNKNOWN,fixed,low,east,residential,2015-2019,T2|H1|UNKNOWN|fixed|low|east|residential|2015-2019,T2:H1
11076,Pvoutput.org crescent ave house,42.949707,-78.85923,4.68,6.441,620630.0,14.21,2,Dfb,T3,H3,UNKNOWN,fixed,low,south,residential,2015-2019,T3|H3|UNKNOWN|fixed|low|south|residential|2015-2019,T3:H3
11077,Pvoutput.org Home08043,39.853813,-74.938535,9.57,6.3753,650502.0,14.89,2,Cfa,T4,H3,UNKNOWN,fixed,mid,south,residential,2015-2019,T4|H3|UNKNOWN|fixed|mid|south|residential|2015-2019,T4:H3
11078,Pvoutput.org Zef System,39.352687,-84.78591,11.505,6.4082,227198.0,5.2,2,Cfa,T4,H3,UNKNOWN,fixed,high,west,residential,2015-2019,T4|H3|UNKNOWN|fixed|high|west|residential|2015-2019,T4:H3
